Screen Name,Text,Language,Tweet Type
CsiHawkins,"We tie Musk's WTC 9/11 deadpool liability to Trudeau's patent-family GPT alibi program! #MuskHawkinsGPTTruth ties CA2187704A1 CSI to US8512129B2, US9514748B2, US7089208B1, US9498694B2, US6226615B1, US2997470A, US6276277B1, US8676406B2, US9010678B1, US11567514B2 &amp; EP3931771A1.",en,Tweet
PlagueofProgs,@TorontoStar If only Justin Trudeau was that hard on his CCP Handlers #SystemicLiberalCorruption #cndpoli,en,Reply
ab_primetimes,OTTAWA — Prime Minister Justin Trudeau said Friday morning that no decision had been made yet on whether to expel a Chinese diplomat who allegedly targeted a member of Parliament and his family. https://t.co/KRlO6ekLvj,en,Tweet
JefferysSteven,@Mikeggibbs Too funny. You Libs never take responsibility. Trudeau never takes responsibility. It's always someone else's fault in your minds.,en,Reply
Greg01Burke,"@westmm4028 @sunlorrie Really?
Because Trudeau says so?
He also said SNC-LAVALIN was a lie
Until it wasn't 
He said WE Charity was a lie
Until it wasn't 
I believe CISIS over Trudeau 
It's the one law organization he doesn't control like he does the RCMP",en,Reply
dkelly99142666,@nationalpost Chrétien by the same comparison makes Trudeau look ethical.,fr,Reply
FNancyleem,Trudeau Team esp wicked minded Katie Telford and Gerald butts should be removed from office of the Honourable PM https://t.co/OpVtXgGMDh,en,Tweet
villaperpetua,"A recent immigrant explains the destruction Justin Trudeau has wrought on Canada. A country once the envy of the world is now seen as a complete disaster and immigrants are warning others.  

https://t.co/Tlv4ZBMc7S

@PierrePoilievre @jordanbpeterson https://t.co/ZmjVuwldvL",en,Tweet
GarnetLeavoy,@bruce_mcgonigal Trudeau sure lies a lot to Canadians,en,Reply
gmforbes35,"@canmericanized @JenniferLiaXi Trudeau Liberals: Polievre has to go running to an American billionaire (who is actually Canadian as well) to put a ""government funded media"" tag on the CBC!

Also Trudeau Liberals: Import an American to speak at their policy convention to try and boost sagging poll numbers.",en,Reply
Steve96768460,@ryangerritsen That message from Trudeau is so old. Guy needs new material,en,Reply
gowfer134,"@Roman_Baber The Covid response was bad, but whats going on in Parliament now is Worse? The RCMP need to Arrest Trudeau and the Corrupt Liberals?🇨🇳🇨🇳Treason",en,Reply
DJELLE_,"@Gillaps871 Donc vous ne croyez pas ce que le Prince Charles dit. 
Car son discours et très clair et vous pouvez vérifier sur le site officiel du forum économique mondiale  WEF. 
Son narratif est appuyé par Trudeau, par Macron et bien d’autres . 

Donc nos gouvernements nous mentent?",fr,Reply
StandarDonna,"Ohh Trudeau, nobody listens to your crap anymore. You can’t open your mouth without lying.  Get the F@ck  out of our lives already https://t.co/PzhTU59Mf1",en,Tweet
frees010111,@ame_todd @border_canadian You're describing Trudeau to a tee,en,Reply
DefendCanada2,@Fred19571958 Pierre is leaps and bounds better than Trudeau and Max has ZERO chance of winning. So what's your damn point?,en,Reply
angryark99,"@bobmackin Ok but do we want the PM flying commercial? Waiting at the Air Canada gate? 

“Oh sorry I missed the G20 meeting, Air Canada had a staffing issue.”

Trudeau sucks for a lot of reasons. This ain’t it.",en,Reply
neillenny,"@WeAreCanProud Trudeau’s new slogan… with a Cheshire grin

“Be Woke…Come Share a Toke !” 🤪🤡🧏",en,Reply
Trmn46513544Mn,"@Taleeb @JustinTrudeau @CanadianPM Not in my opinion, I believe the Canadian people have a very negative opinion of Trudeau &amp; the bullet points sound 
like lollipops and rainbows. Public inquiry please we need the truth",en,Reply
Worldisscary,"If it was was a land of rule of law then Trudeau would be convicted on ethic violations, emergency act over reach, and Chinese corruption and bribery. @liberal_party https://t.co/sDLxxR6B6X",en,Tweet
askwhymoreoften,@mya11281477 @Bratt_777 Trudeau knows people DIED by taking these shots and STILL mandated them. That’s how much he gives a shit about anyone.,en,Reply
cornishcrab13,"@WeAreCanProud Remember when Trudeau shouted, F You in the house. What happened",en,Reply
merry123459,@PierrePoilievre Are you big mad at Justin Trudeau? 😂,en,Reply
MichaelTom1985,@brianlilley Lies followed with more lies. That’s how you do it Trudeau style.,en,Reply
1193Gord,@JustinTrudeau Trudeau is the reincarnation of Hitler,en,Reply
Worldloveunite,@McfarlaneGlenda Trudeau is a coward,en,Reply
kurt_beckett,@nationalpost Gotta bring out the old guns to defend Trust fund baby Trudeau.,en,Reply
bill_auctions,A vote for the NDP is a vote for Trudeau ….. not happening in my household. https://t.co/6KMBLA01xq,en,Tweet
Greg01Burke,@TheChandlerDude @sunlorrie Another Trudeau deciple,en,Reply
marcthesharkbc,"@bigticketshow Trudeau too busy punishing Canadians that disagree with his woke politics rather than dealing with China running amok within our country

We aren’t even a country anymore. Seriously considering getting my Canada flag tattooed over. We’re a fucking joke",en,Reply
TPostMillennial,"Chrystia Freeland tells Hillary Clinton about Trudeau:

""When he gets beaten up, it's for all of us ... One of the things that's remarkable about his leadership is he is a truly feminist Prime Minister."" https://t.co/ezykwdPqu0",en,Tweet
ForeverJYoung83,"@davidakin @JustinTrudeau The guy has no idea what he’s talking about, he actually went in blackface and put a banana down his pants… oh wait I’m thinking of Trudeau…",en,Reply
greg_a_elliott,"@liberal_party Trudeau can't say ""no"" to the fact his ""political strategies"" during The Freedom Convoy 2022 protests are eerily similar to those of some Muslim Terrorists.
#trudeau #fucktrudeau #lpc #lpc2023 #lib2023 https://t.co/2ERUDePNr8",en,Reply
Poet__Myst,@SusanDelacourt @HillaryClinton Hillary essentially ripped the mask off PP on Canadian soil calling him as an autocrat. She had Chrystia applauding in agreement suggesting even Harper may agree PP is too radical. Let's see if PP brings a prominent Trumpublican on Canadian soil to mock Trudeau.,en,Reply
Greg01Burke,"@RealAndyLeeShow @sunlorrie @CatsCarole It's simple
Trudeau is loyal to China 
Anyone who still supports Trudeau is loyal to China",en,Reply
youseepeeYYC,"@SoMersVick Somehow the cuts to wildfires services will be Trudeau’s fault, or Notley’s.",en,Reply
DanVitorPH,"Canadá 🇨🇦

Uma semana depois de dizer que ""nunca forçou ninguém a ser vacinado"", Trudeau agora apoia os mandatos de vacinação novamente… 🤡 https://t.co/9lcDhg56Le",pt,Tweet
TuttoSportUSA,@rulajebreal @borghi_claudio Persino Trudeau ha sdoganato che i vaccini hanno effetto collaterale e poi ha mentito che lui non ha mai obbligato…ha solo bloccato il conto in banca a chi protestava…ducetti del globalismo sinistroide che crescono sotto l’ombra di Klaus del wef…che bel mondo,it,Reply
Heatheranne_W,"@RisingWarrior3 @JustinTrudeau #TrudeauMustGo is to blame for so much of the trouble in Canada, along with his #WEF dictators.

No one in this country voted for #WEF! Some voted for #Trudeau with his rigged election.

All #WEFpuppets need to be banned from Canada!",en,Reply
RosieVeen,@JaysFan42049 @davidakin You can lie with the same ease as Trudeau.,en,Reply
GarnetLeavoy,"@SpencerFernando @rexglacer I agree with you he has become unhinged, &amp; the pressure of selling out our country &amp; lying constantly is getting to Trudeau.  He is looking like an old man I would say he has aged 4 years trying to deflect from the Liberal/CCP election interference and his threats on Canadians.",en,Reply
greg_a_elliott,"Trudeau can't say ""no"" to the fact his ""political strategies"" during The Freedom Convoy 2022 protests are eerily similar to those of some Muslim Terrorists.
#trudeau #fucktrudeau #lpc #lpc2023 #lib2023 https://t.co/MhvCqbCl8D",en,Tweet
SlickAnalysis,"@CPAC_TV Que also just crushed minorities by language law that Liberals love, they do not allow religious symbols at work, and get bailed out by Alberta who they hate. Whites are considered racists by birth, and can't claim discrimination!!  Ain't things Sunny from Sonny Trudeau? #cdnpoli",en,Reply
Brander808,@brianlilley @SGirardau @JustinTrudeau @MichaelChongMP Do a story on Trudeau’s teeth. Something funny going on there 😬,en,Reply
1193Gord,@Qualifyfor Lockup Trudeau’s sorry carcass,en,Reply
MmeFBO,@ungdeduld66 @ChristianGroul2 J'ai au moins la satisfaction de savoir que je n'ai jamais vote pour eux ni pour Trudeau au federal. Ici c'est  PQ et Bloc quebecois....😀,fr,Reply
janjanangus,Trudeau may not be perfect but #WomenAgainstPoilievre https://t.co/oQu7UvLdVw,en,Tweet
SeanSimonian,"@chrishughesto @kinsellawarren No Canadian Conservative gets their talking points from Fox. Nearly all of them use their own brains and judgements, unlike the Trudeau Cult who need to get talking points from someone",en,Reply
Alisodude3,"@Rifleman4WVU Fine, see how banning Fox News because of LBTQ works out, scooter. Trudeau is a Communist soy boy.",en,Reply
Zone3Garden,"@peep2peeps @CryptoAngel73 So if you own a plane or boat you were fine. If you wanted to travel  on a federally regulated plane or boat, too bad.

I work with homeschoolers. 5% of my families fled Canada when Trudeau started hinting at this. 1 in 20.",en,Reply
currj1995,@theJagmeetSingh You know who sucks more than Trudeau? You!,en,Reply
1193Gord,@mattjohnstonca Trudeau is finished,en,Reply
frees010111,@border_canadian Some would say Trudeau has charisma- look where that has gotten us!,en,Reply
Richard1At,"@MC_ALaCampagne Encore le sale à Lavoie, qui se sert de la guenille à Mulroney, pour salir les péquistes, pendant que ça fait huit ans que le crise de sale à trudeau fait des magouille?  Le fédéralisme va finir comme le PLQ !",fr,Reply
MichelletypoQ,"@daydreamalot @Marmee33 @stuckncalgary @JasonOnTheDrums @BrandieHarrop Say what... the usual blame Trudeau/Notley BS? And they have said something, including a fake emergency cabinet meeting.  The only comms we should be asking for is from Deputy Ministers and the GoA.. not the ghouls that want to turn the province into a lake of fire literally",en,Reply
MRwhitenorth,@rexglacer @midnightriderV2 @globalnews Incompetence and passing the buck is what they excel at.  Has he ever taken responsibility for any of it.  He has that Trudeau ‘it wasn’t me’ look down pat.,en,Reply
Poet__Myst,@DavidHamer_1951 @liberal_party Hillary essentially ripped the mask off PP on Canadian soil calling him as an autocrat. She had Chrystia applauding in agreement suggesting even Harper may agree PP is too radical. Let's see if PP brings a prominent Trumpublican on Canadian soil to mock Trudeau.,en,Reply
Krainmans,@macmike086 @SareEmm But do you like Trudeau / Singh?,en,Reply
RMoosant,@Aspshrine @TorontoStar They are all similar. That’s why I vote for the one that takes the least out of your pockets. That would be the conservatives.  We’re you financially better off under Harper or Trudeau?,en,Reply
mottstreet6,@Resist_05 Trudeau and Macron are  auditioning for Klaus' best young leader role.,en,Reply
gowfer134,@acoyne The RCMP need to do there Job and Arrest Trudeau and the corrupt Liberals? This is Treason 🇨🇳🇨🇳🇨🇳,en,Reply
SeismicGlen,@RichardAKozak2 @JustinTrudeau @liberal_party How about if Trudeau just grew one,en,Reply
RobertDumais15,@DanKnightMMA Trudeau needs to send Chinese diplomats packing. Committing these crimes and trying muscle our country cannot be tolerated. Stand up for Canada you coward.,en,Reply
paula_vanluyk,"@BeccaLivesAgain @Phillips_____ @JustinTrudeau Many Canadians don’t want Trudeau in Canada. Hope he stays in London, we do fine without him.",en,Reply
danlee863,"@JustinTrudeau Mr Trudeau, the webmaster is expected to enter your room, which is full of bots, at any moment. Hope that he is capable of managing them effectively.",en,Reply
greg_a_elliott,"@liberal_party Trudeau can't say ""no"" to the fact Trudeau abused Canadians, their families, their privacy, their finances, and their Charter Rights and Freedoms during the Freedom Convoy 2022 protests.
#trudeau #fucktrudeau #lpc #lpc2023 #lib2023 https://t.co/2TJhLUTE57",en,Reply
GeoffBrand97,"@davidakin Not anymore, Mr  Chretien , we are broken and under Trudeau, a laughing stock",en,Reply
remid67,"@Bougnagruel Ce qui semble venir pour nous québécois et canadiens si ça continue comme ça et si les USA s'effondre, ça laissera complètement le champ libre aux chinois avec le traite Trudeau pour que nous devenions des citoyens chinois pour nos richesses naturelles. Que Dieu nous en garde.",fr,Reply
Cosens55,"@NadineGNess If Trudeau goes no guarantee that the next Liberal will be any better. WEF's grip deeper than Trudeau or the Liberal party. Fortunately the final outcome is not in their control.
""Many are the plans in the mind of man but it is the purpose of the Lord that will  stand"" Prov 19:21",en,Reply
LauraCoope13308,@ABDanielleSmith She will destroy Alberta like Trudeau is destroying Canada,en,Reply
rdjb2000,@johnb45_reid @DanKnightMMA What are you talking about poilievre is the one that exposed all this. Trudeau if all these allegations are proven true will be guilty of treason..,en,Reply
greg_a_elliott,"Trudeau can't say ""no"" to the fact Trudeau abused Canadians, their families, their privacy, their finances, and their Charter Rights and Freedoms during the Freedom Convoy 2022 protests.
#trudeau #fucktrudeau #lpc #lpc2023 #lib2023 https://t.co/iJVaWT0Of0",en,Tweet
pastexpiry,Stop Making Stupid People Prime Minister - Political. Please ReTweet if you like it. https://t.co/6pQJ5bV0De 1683319251 #Quebec #humor #PrimeMinister #Trudeau,en,Tweet
B0Ghopper,"@JustinTrudeau with trudeau, canada doesn't have a future",en,Reply
BanditTucoh,@McfarlaneGlenda Pierre banishes Trudeau  from the HOC at will.  Trudeau storms out like a child.,en,Reply
Christi84849717,Senator EXPOSES Trudeau's Latest Scandal https://t.co/AnY5VtxKVU via @YouTube,en,Tweet
LooniePolitics,"Trudeau says CSIS intelligence assessment on threats against Chong 'never made it up to the political level' https://t.co/cUPCcJ2X7P
https://t.co/cUPCcJ2X7P",en,Tweet
DavidPartaik,Once again Trudeau has been caught in a lie If this was one of his mps he would have his reponse would have been swift but it was the conservatives not liberal so who cares,en,Tweet
ec_actual,@Gray_Mackenzie Trudeau is a liar. Nobody believes a word he says.,en,Reply
abbychad0321,@McfarlaneGlenda And it’s time for You Trudeau to step down !!,en,Reply
oneoldfart60,"@CQualtro Um...
Isn't Trudeau letting in 500,000 new immigrants this year. 
Got jobs for them ? 
Do math better Liberal. https://t.co/246we6VCO8",en,Reply
belley121,@spyder196007 @dan96388302 I think WEF more than Trudeau.. I think whoever the next PM is... will also carry out the WEF agenda regardless of party.,en,Reply
deo_mister,"@DougParsons57 @RATFINKAR00 @MarkThomasIw @RachelNotley So your saying Trudeau went out of his way to ensure TMX went through.. did you think that over before hitting “send” -lol

TMX complete the end of this year, thx Trudeau",en,Reply
TheFreePouel,@NicolasRiqueurL @CanadianPolling Pas encore notre choix. Si trudeau continue comme ca par contre on va devoir sortir nos racines et imiter la france unpeu,fr,Reply
4Canvass,"I am so pleased that we, as canadians, are so well represented at the coronation of OUR king tomorrow by the GG Mary Simons and our PM, Justin Trudeau along with members of the RCMP and others. God save OUR King.",en,Tweet
manymiaows,"@exxsterr @Women___Exist @dinahbrand2 Well, the Liberals are only left wing from a very right wing perspective. Trudeau loving genderism doesn’t make him left wing, it makes him a tool of the predator class.",en,Reply
MichelletypoQ,"@Marmee33 @JasonOnTheDrums @BrandieHarrop If still in charge..  They would let it burn before they admit they were the problem and find a way to blame Trudeau/Notley in the next 24 hours.. right up there with Raitts cancer is sexy shit. Let them remain silent, again, showing who they are.",en,Reply
hemidawgauto,"@davidakin Are you hoping for a cabinet seat with Trudeau?
Did you have stock in Corus?
You are as trust worthy as bill Cosby's bartender.... https://t.co/W0OphlSiv5",en,Reply
john_cross_,"@stevenchase CHONG LIED! As far as Trudeau knew *he* did not, Chong even tried to walk it back, too. After all this made the news cycle and got everyone to report his story as truth, of course.",en,Reply
abbychad0321,@WeAreCanProud Trudeau it’s time for you to Step Down,en,Reply
Mictammyyy,@KatrinaPanova Trudeau is a pedo elite,en,Reply
Sail115,"@CPAC_TV The old boy is obviously living in a bubble and has no idea that Trudeau has worked hard to destroy everything Jean said in your quote.  He has divided Canadians,  he has destroyed opportunity for GDP growth,  he has made it impossible for the youth to buy a house.  The list goes",en,Reply
DavidCa86212662,"@brianlilley Come on, we all know Trudeau didn't give a sh!t about a Conservative. It's a no-brainer.",en,Reply
Patty71711679,@liberal_party As Trudeau sneaks out to London again. Will he stay in the $6000/night room again and serenade us with his karaoke? https://t.co/RqP5DnqUfZ,en,Reply
feyenoordted,@SusanDelacourt @HillaryClinton we are done with tolerating Trudeau,en,Reply
thekendollisbak,@davidakin Gawd and I used to think he was good. Trudeau must be in super desperation mode. First Allan rock and now Chrétien with a splash of Clinton,en,Reply
PeggieFitzpat17,@frees010111 @chris__soda @connordpeters I would too.  Trudeau would clean his clock.  PP wouldn't debate him unless in an election campaign if he couldn't buy his way out of it.,en,Reply
yongxiangchen,"Trudeau,Singh,Charles, LydiaLiChen, Ex-hillmer, Ford, Trump, Biden,Tory: Bring my funds and assets and capitals back to me.Ask them,...Who steal and rob My money?Who give the government of power and right,duty and responsibility?a gang of political rouges,economic liars!",en,Tweet
tammyandjp,"@CPAC_TV Literaly every positive descriptor Chretien listed has been disrupted or broken or ignored by the Trudeau Liberals! Im no liberal supporter but I used to have a smidgeon of respect for Chretien......
Used to!",en,Reply
gowfer134,@RealAndyLeeShow @acoyne @6079xSmithxW Why Does the RCMP not Arrest Trudeau and the Corrupt Liberals? 🇨🇳🤥,en,Reply
eric85426783,@fred_dibbles @GlobalBC This is why trudeau taking them away,en,Reply
K_d_a7,@UCPWarRoom We all know that they are Trudeau’s new full-time jobs.  It’s always his fault.,en,Reply
Poet__Myst,@LibArtsAndMinds @cafreeland Hillary took the mask off PP on Canadian soil and had Chrystia applauding in agreement. Let's see if PP brings a prominent Trumpublican on Canadian soil to mock Trudeau.,en,Reply
SJWsReally,@FordFuhrer @PaulMitchell_AB @JustinTrudeau Exactly vote trudeau out.,en,Reply
margssister,"@Cooper4SAE Ffs. Stop reaching. 

It’s not ‘Trudeau’s CRTC. 

C-11 is not a censorship bill. 

Just stop.",en,Reply
LeDevoir,"Une délicate décision que d’expulser des diplomates chinois, insiste… https://t.co/gaSzSXXcta",fr,Tweet
katgulseth22855,@midnightriderV2 @PierrePoilievre @stephenharper After reading the book The Libranos corruption runs deep and this old man is still leading the Liberals through Trudeau. Was a good read also details of the Irving family and their corruption,en,Reply
johnnyinSudbury,"@ryangerritsen @DeadSuddenly This is the only Criminister in History, that needs 40 Bodyguards daily, and needs Snipers Daily, Just guess how many for his ex wife and Children. Because he is so Hated, Even the Trudeau name is in the buck store and cant be sold.",en,Reply
CrystalSeahorse,"@YouiiSTail If Trudeau's mouth is moving , the blackface wearing racist is lying!",en,Reply
J2GThibodeau,"@canmericanized Trudeau must be feeling the heat. He's bringing over corrupt politicians from the states to brag about him. You guys like him so much, why don't you bring him back home with you.",en,Reply
Princeo08100795,"@MaxPowerCDN @DonaldBestCA @OttawaPolice $500 in Administrative remedy, JOKE, 

like TREASONOUS TRUDEAU, VIOLATE and Disobey a MILLION Statutes of Parliament &amp; Pay a $500 Administrative remedy, not PRISON Time for TREASONOUS TRUDEAU and the rest the Criminal Ministers of the Crown👍🇨🇦🤣😂",en,Reply
guy37516343,"@PierrePoilievre 🇨🇦 @WHO 

@JustinTrudeau stop lying
https://t.co/NyKvMvHRYA
Admit you &amp; your health officials at @CPHA_ACSP  &amp; @GovCanHealth were wrong about COV💉safety
Cancell the EUA 4 all mRNA💉 not just COV💉 
🔥the millions of
💉 you've stockpiled
Crimes against humanity https://t.co/P4raoflY0M https://t.co/SVkUqKyOdW",en,Tweet
DrakkenNoodle,"Someone at work said i looked like Justin Trudeau today, i still don’t know how to feel about this…",en,Tweet
justjenofnine,@troyrmichaud @KatrinaPanova @UCalgary Trudeau = dog water. #AlbertaSovereignty,en,Reply
wparkinson9,@SpencerFernando We need to defend Canada from Trudeau!,en,Reply
joneseygirl2022,"@missmassform @McfarlaneGlenda @ChrisDurant7 Or like the kool-aid pitcher, and douse Trudeau! Could someone do a meme?",en,Reply
danny_virgoe,"So Trudeau, grow some balls and put it to a vote you #incompetentliberal @JustinTrudeau https://t.co/RcW3R1B7jI",en,Tweet
whitbyshorestv,JUSTIN TRUDEAU THE PARTY IS OVER https://t.co/mROIxQmfRc via @YouTube,en,Tweet
385Sandman,"@Chr155y_333 @retail_recruit @PierrePoilievre Na Trudeau got the nazi playbook, is trying to bring it back with his feuhrer klaus schwab",en,Reply
Jane80270650,@ianabailey @JustinTrudeau trudeau doesn’t have a chance with witty Pierre Poilievre ! Can’t wait to see the debate ! 🤣🤣🤣,en,Reply
oneoldfart60,"@TheJasonPugh @PnPCBC Um....
Problem I see....is Trudeau lies. https://t.co/RMxspixdlQ",en,Reply
BIGCOLT75,@BobbiAnneCR @RebelNewsOnline Very mature point though that's the important stuff I swear liberals no wonder Trudeau feels invincible,en,Reply
raw0798,@JustinTrudeau The Trudeau name will be spat on for ages . Good job weasel.,en,Reply
shep_nl,@CreativeTweets @PierrePoilievre Says the person that thinks Trudeau is likeable. Lay off the pipe.,en,Reply
robgilgan,"@bobmackin And more to the point, Bob, Trudeau had no input into the decision that the PM fly on military aircraft exclusively. Did you complain when his predecessor did so?",en,Reply
it_matters_2_me,@nationalpost So Nat Sec Advisor to the PM Jody Thomas never relayed this information to Trudeau?,en,Reply
starr_norm,"@bruce_mcgonigal Any ""normal"" person caught in so many embarrassing scandals would have definitely removed himself from position, however, notice I said normal and we all know trudeau is far from normal.",en,Reply
RealCoachClay,@KarliBonnita Ask Margaret Trudeau.,en,Reply
xeal_,"@DohnyJohn @dawnpassmore @TheoFleury14 Last time. Do you understand how our parliamentary system works? 

No I’m not concerned. That’s why they are slaps. If it was a problem an election would be triggered like the three times O’Toole had a vote of coincidence DURING a pandemic. Then lost when Trudeau gave him it.",en,Reply
TheChiefNerd,"One week after saying he never forced anyone to get vaccinated, Trudeau now supports vaccine mandates again…

https://t.co/rTUKfvS99p",en,Tweet
AerssenBrian,@FP_Champagne @liberal_party Canada is washed up Broken and suffering under Trudeau,en,Reply
RidaAller,Leadership? In chaos as they come to terms with another FAILURE. What next? Let’s attack PP to distract attention. Yuh! That’s the plan!  https://t.co/Yst0A1ciA8,en,Tweet
NadineH70848221,@TrueNorthCentre Lame Trudeau,en,Reply
oneoldfart60,"@SeamusORegan @liberal_party @ylc_jlc @Sachitmehra @telfordk Oh boy....
Must of been looking through the swag bags...for required children books. 
Enjoy Trudeau's Vision for Canada https://t.co/LnYWbjLw6Q",en,Reply
paula_vanluyk,"@Crayon28715896 @Phillips_____ @JustinTrudeau You can watch remotely fine, most Canadians will be watching it on TV , why can Trudeau?",en,Reply
RigggedSys,"Justin Trudeau Gaslights the Public, Denies He Ever Forced Anyone to Get Vaxxed

https://t.co/8kLAv4F1Ca",en,Tweet
suzannealma,"Trudeau is attempting to get out of trouble, it is not working. https://t.co/P5E0FzFWCA",en,Tweet
MartinDulute,"@Eric_Diamond Je détestais Trudeau mais au moins il avait de la reparti et du contenu contrairement à Chrétien.

- les souverainistes en 1995

Je sais, j'en étais un 😇",fr,Reply
john_krez,@daisymay4263 I see a distinct resemblance to Trudeau.,en,Reply
JohnSum45592693,"@realmonsanto Dude ia destroying 🇨🇦,with Freeland Singh economic policies…interest rates to carbon taxes to every other tax…see those food lines lately, growing bigger every week…The state of 🇨🇦is in depression ..its disaster with  storm clouds looming…Broken with Trudeau Wokeness.
Wake up",en,Reply
Jkb358,@braedencaley @JustinTrudeau @liberal_party The corrupt authoritarian Trudeau regime are vermin,ro,Reply
Petunia22255042,"@ambermac @JeffWaldmanHR @JustinTrudeau @PierrePoilievre What has Trudeau done for women rights?
What?",en,Reply
WRZUSA1776,Interesting that Trudeau &amp; #Biden singing the same tune. ⁦@CanadaProud_PPC⁩ https://t.co/Ihohs9KnXW,en,Tweet
DoctorDee1,@CQualtro And I thought 100% was good but 129% is unbelievable...just like Liberal math. Did you fail grade 7 like Trudeau did?,en,Reply
gsuvanto,@WessHerman @GlobalEdmonton liar!  nutley did NOTHING during Ft Mac fires... and Trudeau funds these little bastards who start the fires,en,Reply
dwrich53,@1979HAB Could someone savvy do a Obama “hope” Trudeau “grope” Notley “nope” type poster? I have ideas but no skills.,en,Reply
MRwhitenorth,"Trudeau liberals are gathered like the crabs on a bait pot. They would have you believe we are richer, safer, freer, a better future than ever, with them at the helm. Look at your life from 8 yrs ago, you are in the minority if you are doing better since Trudeau took office.",en,Tweet
rdviger,"More proof that Justin Trudeau runs a dictatorship in Canada, without shame or denial. https://t.co/Vzr0zChdOF",en,Tweet
