Screen Name,Text,Language,Tweet Type
SanS70124875,"RT @TimesAlgebraIND : HUGE Breaking - PM Modi comes out in support of The Kerala Story. He asked Congress why it is opposing the film🔥🔥.

Is it the turning point of Karnataka election? Follow our handle for more news. 
https://t.co/9ub0SAD3ps",en,Retweet
Rohit3909792488,"RT @DeepikaBhardwaj : I am appalled that some people are spitting venom against Narendra Modi for sending relief to #Turkey devastated by Earthquake.

What do these people consume to be so hateful ? They see religion in small kids also buried deep under ?",en,Retweet
Samy01032000,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
indianinform,"RT @MJ_007Club : Many people of the country were trapped like this. 121 Indians were also trapped like this &amp; rescuing them was a big challenge.

PM Modi ji gave full authority to the IAF &amp; the IAF entered the fray with enthusiasm, joined by the Indian Intelligence Service &amp; the MEA",en,Retweet
gost47world,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
MunnaKu72649429,"RT @SushilModi : sushil modi ke nishane par lalu nitish, jatiy janganana par bola jordar hamla  https://t.co/wRDsyBeXj9",hi,Retweet
AjaySin69798337,"RT @INCIndia : PM Modi claims he can take on the entire opposition alone. He abuses our senior leaders left, right, and centre.

Everyone has a limit and we won't be afraid to give him a dose of his own medicine.

: CP Shri @kharge  

Full interview here: https://t.co/fkhtmgzsrb https://t.co/I6D4FqWEkO",en,Retweet
vellurtweets,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
NiK_Nihal123,"RT @Joydas : There was a time when even if 1 Soldier was killed by terrorists, Media used to hold PM accountable. And now, 5 Soldiers killed in action in Rajouri sector and Narendra Modi is merrily busy in rallies, talking about propaganda movie and media doesn’t have spine to question him",en,Retweet
Rohit3909792488,"RT @DeepikaBhardwaj : Narendra Modi. One day after winning elections in 4 states. 

Rahul Gandhi. One day before losing election in all states. 

Difference https://t.co/LOtiF8aoDt",en,Retweet
indianswamy,RT @khushsundar : Modi ji ki jai !! https://t.co/ciDV04KN3V,hi,Retweet
TamilAnOffl,"RT @dnetta : Modi Saheb, your claim of the exceptional efforts to evacuate citizens and diplomats from Sudan is false.

Over 50 other countries have already done so. 

Don't divert attention from the ongoing turmoil in Manipur. Disturbing reports of conflict continue to emerge.

#ModiLies… https://t.co/fNjvlFwo6n https://t.co/vUy67H1M5X",en,Retweet
VILLUPATTU,"RT @VarunKrRana : You will get awards and foreign tours for speaking against Modi 

You will get detention or arrest by Police for speaking against Arvind Kejriwal 

Conclusion: Modi is fascist",en,Retweet
goodneel,"RT @ysathishreddy : Within just 15 months of the BJP forming the government, #Manipur is burning &amp; crying for help 👇 

I guess #Modi is too busy to use his phone call magic to stop the conflict, like he did in #Ukraine https://t.co/6alo3jtmiU",en,Retweet
SanchoreGarg,"RT @neuroayush : Thread! 📢
Delhi Police = Remote Control of Modi govt. 

◆Failed to file chargesheet against DSP Davinder Singh who was caught red handedly and involved in terrorism, was posted in Pulwama during Pulwama attack 

 #दिल्ली_पुलिस_शर्म_करो",en,Retweet
JackSpa00733887,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
Kalamsindia1,"RT @TheHinduCafe : Burnol moment h ji ❤

#KeralaStory #Modi #Trending https://t.co/soQa6aFIPr",en,Retweet
MdWajahatAli82,RT @warispathan : Modi जी के Road show में उमड़ा जनसैलाब चारों तरफ़ लोगों की भीड़ ही भीड़ 😀 आप ख़ुद देखिए। 😀 https://t.co/apVROku8zE,hi,Retweet
deepsrivastav,"RT @VarunKrRana : You will get awards and foreign tours for speaking against Modi 

You will get detention or arrest by Police for speaking against Arvind Kejriwal 

Conclusion: Modi is fascist",en,Retweet
ashrash8977,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
a_arunprasath,"RT @INCIndia : PM Modi claims he can take on the entire opposition alone. He abuses our senior leaders left, right, and centre.

Everyone has a limit and we won't be afraid to give him a dose of his own medicine.

: CP Shri @kharge  

Full interview here: https://t.co/fkhtmgzsrb https://t.co/I6D4FqWEkO",en,Retweet
nhkhari1993,"RT @amarprasadreddy : Little Girl Reaction to Congress campaign: Modi ji ki Jai🔥🔥🔥

Karnataka in BJP’s Way. https://t.co/8fC0ws4brT",en,Retweet
sanzu070,"RT @rahulroushan : The most beautiful aspect you're missing. This will be silently included as one of the incidents as attack on journalists. And next year if India falls on press freedom index, they'll attack Modi. https://t.co/Dy7nCFSZ0X",en,Retweet
crisismanagr,RT @khushsundar : Modi ji ki jai !! https://t.co/ciDV04KN3V,hi,Retweet
MSaqfy,"RT @sayedzbukhari : Whatever happened to “mehman bhagwan hota hai”? Or has that idea gone down the drain just like a secular India.
For a host country to act so petty really shows what the fascist Modi regime has brought this country to.
Reminds us of the time when PM IK showed the world our… https://t.co/zNBZhwJGZ9",en,Retweet
AjEeT1_RaThOrE,"RT @snehasismiku : Manipur's Tribal Minister and BJP MLA Wangjagin Valte was attacked yesterday and died today. God give peace to his soul. It is noteworthy that Modi's road show is going on in Karnataka and Amit Shah is also busy campaigning in Karnataka. It doesn't matter if the country burns, https://t.co/4GJvIqbR7R",en,Retweet
wanderlust_sid,"RT @ChekrishnaCk : This is the reality of Modi's road show in Tumkur. Godi Media is saying huge crowd gathered to see Modi and Tumkur has been MODIfied. But one can very little crowd is being asked to run behind the car to fill up empty places

Great insult to Modi
BJP is doomed
#BJPFailsKarnataka https://t.co/Ux9CgOdHuJ",en,Retweet
Maghnu_2001,RT @tequieremos : Narendra Modi will take the war to Pakistan before the 2024 Lok Sabha elections. Islamabad should not be in any doubt! https://t.co/iEt03i3MNk,en,Retweet
JungleBaba51,"RT @ashoswai : Five soldiers were killed today in Kashmir, Manipur is now burning for a week. But, Modi is doing his road show!",en,Retweet
mani_reddy_usa,"RT @INCIndia : Congress President Shri @Kharge accuses the BJP of hypocrisy on the issue of black money. He highlights how PM Modi came to power promising Rs. 15 lakh in everyone's account and 2 crore jobs every year. 

The PM has betrayed the people of India!

📍 Yedrami, Karnataka https://t.co/jmqyQIhwaS",en,Retweet
Thirumeni156515,@BJP4TamilNadu Go back Modi Modi very gedi,it,Reply
MadanKandal3,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
MJeetKaurk,"RT @pitchaijohn1961 : Modi promises Karnataka what already exists there.

Kharge ji correctly said.
Just white paint the existing train and show a green flag.
That's what Modi does.

M0di does nothing but tries to take the credit of others.
Modi is fond of cheating others.

The railway lines to every… https://t.co/gYotWZ16VB https://t.co/AHdRwGja4b",en,Retweet
globaltv_live,"RT @pitchaijohn1961 : @MangteC @narendramodi @PMOIndia @AmitShah @rajnathsingh @republic @ndtv @IndiaToday Do you expect anything from Modi..? As long as there is no election now in Manipur, Modi doesn't bother about it..

Election time Modi will come there and will say that he will make Manipur as no.1 state.
That's Modi.",en,Retweet
TSP_Aisha786,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
ChumbaWumba80,"RT @vijaythottathil : Modi wants kerala to burn like Manipur! 
He promised that election will decide future of Manipur and now whole manipur is burning as Kuki Christian tribes &amp; Metei Hindu population are killing each other. 

This man is giving Gyan on terror and peace! https://t.co/Dh9rmqFbBb https://t.co/gYe1PGycTi",en,Retweet
MRashidNadwi1,@upadhyayabhii Ab yeh patrkarita zyada din nhi chalne wali abki baar 2024 ke baad tumhari baari he Sootr batate hen Modi sarkar media trail hindu muslim karne per jail men dalne ki tayyari he,hi,Reply
SenaptiKartick,"RT @MJ_007Club : Many people of the country were trapped like this. 121 Indians were also trapped like this &amp; rescuing them was a big challenge.

PM Modi ji gave full authority to the IAF &amp; the IAF entered the fray with enthusiasm, joined by the Indian Intelligence Service &amp; the MEA",en,Retweet
chyasirtech,"‘My Manipur is burning, help’, Mary Kom sought help from PM Modi late at night https://t.co/mNVLY57R6e",en,Tweet
sanjeev55725065,RT @TajinderBagga : PM Modi on Kerala Story Movie https://t.co/okitDTmE9n,ht,Retweet
a_mitgrover,"RT @Pun_Starr : 08:15 pm: What stamina! What energy! At the age of 72, Modi is in 5 states in a day.

08:53 pm: Wtf! I have to stay home from morning till late afternoon due to Modi's rally? Is this democracy?? https://t.co/TS0Xu3JzKz",en,Retweet
VarshaThacker,"RT @nviswam : @Swamy39 @Dharma4X @Prathibha79 @tony_karyakarta @mm_0774 @SwamyBhakt @chitrapadhi @Dharma6X @vishalnautamlal @colkt @jagdishshetty @niku1630 @ranganaathan @rameshsethu @JugalKhetan @minal_vhs @madhukishwar @8Y8ZQ @RituRathaur @ArvindChaturved @sumit_kochhar @VarshaThacker @GurudathShettyK @RupamDu22916188 @Meshsi1502Kn @Geethabhati @Dharma2X @RudraVS @sachin23kr @AmbujShrivast16 @ProfSukh @REIyer4 @DrSuren75 @tavleen_singh @fgautier26 Sir, Sanskrit Prof Dr. Veezhinathan, father of IIT-Madras Director,  says Lord Ram is karunamoorthy and He forgives all sins except Ahankar. Modi seems to have booked a special place in hell.",en,Retweet
anonymousanatan,"RT @FltLtAnoopVerma : Every rally of Modi in Karnataka, CONgress going down by at least 5 seats",en,Retweet
sk_reddy99,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
akid20079,"RT @t_d_h_nair : When Narendra Modi travels for his party's political rallies and election campaigns, and if he spends the night in that state, who spends for his accommodation and security coverage?
Why should money from the exchequer be wasted like this?",en,Retweet
Gohanvi,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
Iam_Samir_2,"RT @VImvinit007 : Thank you Modi ji for following me , you are the best PM of the country. ❤️🤩
@narendramodi @imonikaudeshi https://t.co/pkDdZT8jI6",en,Retweet
KondaguliKDL,"RT @pitchaijohn1961 : People were brought from other states, it seems. 
Modi speaks in Kannada, and the people are silent. 
Very funny moment. 

Modi is looking at the organisers with red eyes..

BJP trying all dirty politics to convince Karnataka, whereas they have decided to vote out BJP forever.… https://t.co/2UqNdfJQaR https://t.co/4eaWwQ3v90",en,Retweet
shrikantrh,"RT @SheetalPronamo : Is this Hijabi girl a wrestler / a victim of sexual harassment ?

Why is she raising slogans which are 

Anti Hindu
Anti RSS
Anti Brahmin 
Anti Modi  

Does this really look like a Wrestler’s protest ? https://t.co/eHSL4eG7IS",en,Retweet
Hiteshkumartha3,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
Ar_arivoli,RT @ashoswai : Modi’s Road Show in India- Even Imran Khan’s photo draws more crowd in Pakistan!  https://t.co/N8MPekKFJB,en,Retweet
AvsNamboodiri,"RT @vinaysreeni : Look at the trees damaged for visit of Modi sir. 

He will come and go, but what about poor bengalureans who have to suffer the harsh sun?

Hello @BBMPCOMM did the tree officer give permission for this ? https://t.co/e0IL7yyIjC",en,Retweet
gopitweet,"RT @NewsIndiaTweets : 🚨 HIDDEN AGENDA OF WRESTLERS EXPOSED...!

Wrestlers ANNOUNCED that they Will follow KHAP order before SC, HC order.

SLOGANS like 'Azadi', 'Modi teri kabar khudegi' raised.

SHARE stage with Anti-Modi gang members like Pappu Yadav, Rakesh Tikait, Priyanka Gandhi, Swara.

Want to… https://t.co/uD7uiuCMC9",en,Retweet
akid20079,"RT @rssurjewala : Desperation of BJP &amp; Modi ji👇

➡️ “They are abusing me.”

➡️ “Karnataka needs Modiji’s blessings”

➡️ “Invoke Lord Hanuman”

➡️ “Accuse Congress of terrorism”

IS THERE A WORD OF DEVEOLEPMENT OR VISION FOR KARNATAKA IN IT?

Vote out the #40PercentBJPSarkara !

Vote for… https://t.co/UMDwAZS8Js https://t.co/ph9LjoVHvI",en,Retweet
Saurabh_Kr303,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
1926ka17,"RT @SheetalPronamo : Is this Hijabi girl a wrestler / a victim of sexual harassment ?

Why is she raising slogans which are 

Anti Hindu
Anti RSS
Anti Brahmin 
Anti Modi  

Does this really look like a Wrestler’s protest ? https://t.co/eHSL4eG7IS",en,Retweet
Narayan_Kumar1,"@alishaabdullah @PMOIndia @narendramodi @BJP4India @qatardutyfree Sorry, you lost at least 2% in exchange fees 😂. Always choose the foreign currency option when you swipe the card overseas, unless you want to burn precious money singing Modi bhajan 🤦‍♂️",en,Reply
smandal738444,"RT @t_d_h_nair : When Narendra Modi travels for his party's political rallies and election campaigns, and if he spends the night in that state, who spends for his accommodation and security coverage?
Why should money from the exchequer be wasted like this?",en,Retweet
Viardot9,"@cldonline @kushal_sonavane @EmmanuelMacron @narendramodi Allez vivre en UKRAINE, 10 000 PRISONNIERS FRANÇAIS,,STALAG 325,,BANDERAS AZOV DAS REICHT GALICIE SONT GLORIFIE,,,,,ÉCRIVEZ, EN FRANÇAIS MADAME,,JE DÉTESTE MACRON,,SOLDAT AMÉRICAINS,,MODI,DEVRAIT FAIRE ATTENTION (((TRAÎTRES AMÉRICAINS",fr,Reply
Sahanasatianaat,RT @annageo47865618 : @RoopaliSriv Modi era and Manmohan era has significant differences. In a democracy we need an approachable leader who does what's right not a self declared King. The second may seem strong but as we have evolved as a society we have chosen democracy. So let's think who's evolved.,en,Retweet
OneSanki,"RT @ashoswai : Five soldiers were killed today in Kashmir, Manipur is now burning for a week. But, Modi is doing his road show!",en,Retweet
Southern_Brook,#voteoutBJP #Modi_Hatao_Desh_Bachao #KarnatakaAssemblyElections2023 #MODIFailsIndia https://t.co/SSh1Fou29q,und,Tweet
karthik_s3,@Starboy2079 @S97Nishu @BhawanaKishore These kind of actions by parties like AAP TMC brings press freedom index down. But MODI gets the blame.,en,Reply
anirudhpandeyji,"RT @MJ_007Club : Excellent Breaking News:

Modi govt brings CA, CS, CWAs &amp; accountants carrying financial transactions and managing black money of clients under PMLA.

So if found guilty, they'll be dealt under PMLA now. That's officially game over for ICAI &amp; ICSI cartel.",en,Retweet
hsaasa,"RT @vinaysreeni : Look at the trees damaged for visit of Modi sir. 

He will come and go, but what about poor bengalureans who have to suffer the harsh sun?

Hello @BBMPCOMM did the tree officer give permission for this ? https://t.co/e0IL7yyIjC",en,Retweet
Ramveer70491121,@trueindian_0 hindu rastra Ghosit  karo modi ji ab time aagya h ji,hi,Reply
iamanandd,"RT @vinaysreeni : Look at the trees damaged for visit of Modi sir. 

He will come and go, but what about poor bengalureans who have to suffer the harsh sun?

Hello @BBMPCOMM did the tree officer give permission for this ? https://t.co/e0IL7yyIjC",en,Retweet
AbhishekDayal01,"RT @VarunKrRana : You will get awards and foreign tours for speaking against Modi 

You will get detention or arrest by Police for speaking against Arvind Kejriwal 

Conclusion: Modi is fascist",en,Retweet
tequieremos,RT @tequieremos : Narendra Modi will take the war to Pakistan before the 2024 Lok Sabha elections. Islamabad should not be in any doubt! https://t.co/iEt03i3MNk,en,Retweet
princessofskill,"RT @IAMCouncil : PM Narendra Modi and his party members are leading a hateful, anti Muslim election campaign, on the streets and social media in Karnataka state. 

https://t.co/o1AcJJLIiU",en,Retweet
KumaraRama79779,"RT @zoo_bear : Five Special Forces soldiers were killed in action in Rajouri sector today.
Condolences Tweets by 
Narendra Modi : 0
Rajnath Singh : 0
Amit Shah : 0
Smriti Irani: 0
JP Nadda: 0 https://t.co/WNRQLgXJsn",en,Retweet
SufanRahman,"Under Modi, RSS n BJP Hindutuv governmen, India has become a country of  “institutionalised riot system” (IRS), wherein riots are prepared, activated, and sustained with explanatory justifications.

#ManipurVoilence 
#ManipurOnFire 
#SaturdayMorning 
#Modi_Hatao_Desh_Bachao",en,Tweet
smandal738444,"RT @ashoswai : Five soldiers were killed today in Kashmir, Manipur is now burning for a week. But, Modi is doing his road show!",en,Retweet
AlwaysRight75,"RT @mini_razdan10 : Heart wrenching plea of a P@kistani Hindu to Shri 
@narendramodi  ji 
@AmitShah  ji 
@DrSJaishankar  ji 

@satyanveshan  ji  PLEASE RT MAX SO THAT HIS VOICE REACHES TO OUR MODI JI AND EVERUOBR TAGGED.  🙏🙏 https://t.co/7c7iLWpaW2",en,Retweet
ArunPrasathBak1,"@navjeetjha1 @mo_seva @niiravmodi People like Adani, Modi are evading income taxes, huge sum of taxes are being looted from the middle &amp; lower middle class through direct and indirect taxes.

How much per litter of Petrol a vegetable seller is paying as tax ?
How much per cylinder a poor family is paying as tax ?",en,Reply
swaran420,"RT @AamAadmiParty : International Gold Medal जीतने वाले खिलाड़ी बेटियों की आंखों की खुशी के आंसुओं को दर्द और बेबसी से भर दिया।

Modi है तो मुमकिन है। 🙏 #WrestlersProtest https://t.co/iS9B1RHiuY",hi,Retweet
